,0,1,2
300,Uncle Tom's Cabin,1987,https://en.wikipedia.org/wiki/Troy_Byer
301,OpenEnded,0000,https://en.wikipedia.org/wiki/Felicia_Pride
302,"Whiteness, Retrofuturism, Omega Man",1998 Split,https://en.wikipedia.org/wiki/Leah_Gilliam
303,Space Jam: A New Legacy,2021,https://en.wikipedia.org/wiki/Malcolm_D._Lee
304,Swing Kids,1993,https://en.wikipedia.org/wiki/Thomas_Carter_(director)
305,A Cool Like That Christmas (TV Movie),1993,https://en.wikipedia.org/wiki/Bruce_W._Smith
306,Class Act,1992,https://en.wikipedia.org/wiki/John_Semper
307,Down to Earth,2001,https://en.wikipedia.org/wiki/Regina_King
308,Drumline,2002,https://en.wikipedia.org/wiki/Charles_Stone_III
309,Verdict Not Guilty,1933,https://en.wikipedia.org/wiki/Eloyce_King_Patrick_Gist
310,A Low Down Dirty Shame,1994,https://en.wikipedia.org/wiki/Keenen_Ivory_Wayans
311,The Toxic Avenger Part II,1989,https://en.wikipedia.org/wiki/Michael_Jai_White
312,Popa Wu: A 5% Story,2010,https://en.wikipedia.org/wiki/Khalik_Allah
313,Weekend at Bernie's II,1993,https://en.wikipedia.org/wiki/Troy_Byer
314,Felicity,1998–1999,https://en.wikipedia.org/wiki/Gina_Prince-Bythewood
315,That's Black Entertainment: Westerns,2002,https://en.wikipedia.org/wiki/Pearl_Bowser
316,Herkimer DuFrayne 7th Grade Guidance Counselor,2010,https://en.wikipedia.org/wiki/Shaka_King
317,Mystery Train,1989,https://en.wikipedia.org/wiki/Vondie_Curtis-Hall
318,The Equalizer (TV series),1988,https://en.wikipedia.org/wiki/Seret_Scott
319,B*A*P*S,1997,https://en.wikipedia.org/wiki/Pierre_Edwards
320,Bleach,2014,https://en.wikipedia.org/wiki/Victoria_Mahoney
321,American Koko,2017,https://en.wikipedia.org/wiki/Pete_Chatmon
322,Key & Peele (2012–15),TV series created,https://en.wikipedia.org/wiki/Jordan_Peele
323,"^ ""The New York Public Library for the Performing Arts Acquires Michael Holman Archive, First Hip-Hop Collection in its Holdings"". The New York Public Library. Retrieved 2022-01-07.",2022,https://en.wikipedia.org/wiki/Michael_Holman_(filmmaker)
324,The Division,2002,https://en.wikipedia.org/wiki/Jo_D._Jonz
325,The Melony Armstrong Story,2021,https://en.wikipedia.org/wiki/Dianne_Houston
326,The Mack,1973,https://en.wikipedia.org/wiki/Richard_Pryor
327,Garfield in the Rough (TV Short),1984,https://en.wikipedia.org/wiki/Bruce_W._Smith
328,"^ a b ""10 Directors to Watch: Justin Simien Puts 'White People' in Perspective"". Variety. December 17, 2013. Retrieved October 12, 2014.",2013,https://en.wikipedia.org/wiki/Justin_Simien
329,"Russell directed the 2011 film Snow on tha Bluff, a crime drama in reality style, about a real-life ""thug"" in The Bluff, Atlanta's roughest neighborhood. The film was shown at the 2011 Slamdance Film Festival and at the 2012 Brooklyn Film Festival.[2]",2011,https://en.wikipedia.org/wiki/Damon_Russell
330,"^ a b c ""New York, New York Death Index, 1949-1965 [database on-line]"". United States: The Generations Network. Retrieved 2019-01-10.",1949,https://en.wikipedia.org/wiki/Richard_D._Maurice
331,Rosewood,1997,https://en.wikipedia.org/wiki/John_Singleton
332,The Last Fall,2012,https://en.wikipedia.org/wiki/Matthew_A._Cherry
333,v,0000,https://en.wikipedia.org/wiki/Jeffrey_W._Byrd
334,Night School,2018,https://en.wikipedia.org/wiki/Malcolm_D._Lee
335,"^ ""The Tennessean from Nashville, Tennessee on June 19, 1974 · Page 47"".",1974,https://en.wikipedia.org/wiki/Nina_Gamble_Kennedy
336,Fall Into Me,2016,https://en.wikipedia.org/wiki/Dah%C3%A9li_Hall
337,Higher Learning,1995,https://en.wikipedia.org/wiki/John_Singleton
338,The Morning Show,2019,https://en.wikipedia.org/wiki/Kevin_Bray_(director)
339,How Stella Got Her Groove Back,1998,https://en.wikipedia.org/wiki/Regina_King
340,Locks,2009,https://en.wikipedia.org/wiki/Ryan_Coogler
341,You So Crazy,1994,https://en.wikipedia.org/wiki/Martin_Lawrence
342,Super 8½,1995,https://en.wikipedia.org/wiki/Vaginal_Davis
343,Class Act,1992,https://en.wikipedia.org/wiki/Doug_E._Doug
344,^ Boston Latin in Quotations since 1635,1635,https://en.wikipedia.org/wiki/Safiya_Songhai
345,Cover Me,2015,https://en.wikipedia.org/wiki/Garrett_Bradley_(filmmaker)
346,The Green Berets,1968,https://en.wikipedia.org/wiki/Raymond_St._Jacques
347,She Don't Fade,1991,https://en.wikipedia.org/wiki/Cheryl_Dunye
348,A Little Off Mark,1986,https://en.wikipedia.org/wiki/Lee_Daniels
349,The Disaster Artist,2017,https://en.wikipedia.org/wiki/Jerrod_Carmichael
350,Cutie by Raw Stilo,1995,https://en.wikipedia.org/wiki/M._E._Holland
351,"^ Sharpton, Al. ""National Action Network"".",0000,https://en.wikipedia.org/wiki/Antonio_D._James
352,"Puppetplay, Pearl Cleage playwright",1983,https://en.wikipedia.org/wiki/Seret_Scott
353,"^ a b c d Gray, Lisa",2018,https://en.wikipedia.org/wiki/Carroll_Parrott_Blue
354,The Flintstones in Viva Rock Vegas,2000,https://en.wikipedia.org/wiki/Kevin_Grevioux
355,Sweet Bird of Youth[4],1987,https://en.wikipedia.org/wiki/Zeinabu_irene_Davis
356,Get Out,2017,https://en.wikipedia.org/wiki/Jordan_Peele
357,"^ ""Terror on Tape: An Interdisciplinary Symposium on the History of Horror on Video"". Yale University Library. April 21, 2016. Retrieved 2016-08-16.",2016,https://en.wikipedia.org/wiki/Chester_Novell_Turner
358,Planet of the Apes,2001,https://en.wikipedia.org/wiki/Kevin_Grevioux
359,Producer only,,https://en.wikipedia.org/wiki/John_Singleton
360,"For Colored Girls Who Have Considered Suicide / When the Rainbow Is Enuf, Ntozake Shange playwright",1976,https://en.wikipedia.org/wiki/Seret_Scott
361,Bad Boys,1995,https://en.wikipedia.org/wiki/Martin_Lawrence
362,Saved by the Bell,2020–2021,https://en.wikipedia.org/wiki/Matthew_A._Cherry
363,Verses & Flow,2015,https://en.wikipedia.org/wiki/Darren_Grant
364,High Maintenance,2018,https://en.wikipedia.org/wiki/Adam_Davenport
365,"^ ""Gideon's Army"". HBO. 2013. Retrieved February 26, 2016.",2013,https://en.wikipedia.org/wiki/Dawn_Porter_(filmmaker)
366,Monsters and Men,2018,https://en.wikipedia.org/wiki/Reinaldo_Marcus_Green
367,Congo,1995,https://en.wikipedia.org/wiki/Kevin_Grevioux
368,Mo' Better Blues,1990,https://en.wikipedia.org/wiki/Spike_Lee
369,Grown-ish,2018-19,https://en.wikipedia.org/wiki/Pete_Chatmon
370,Broken City,2013,https://en.wikipedia.org/wiki/Hughes_brothers
371,Stop,2015,https://en.wikipedia.org/wiki/Reinaldo_Marcus_Green
372,Life With The Hendersons,2018,https://en.wikipedia.org/wiki/M._E._Holland
373,Illegal Tender,2007,https://en.wikipedia.org/wiki/Franc_Reyes_(film_director)
374,Hung,2009–2011,https://en.wikipedia.org/wiki/Angela_Robinson_(filmmaker)
375,Queen Sugar,2017,https://en.wikipedia.org/wiki/Garrett_Bradley_(filmmaker)
376,Life Beyond Measure: Letters to My Great-Granddaughter,2008,https://en.wikipedia.org/wiki/Sidney_Poitier
377,"^ a b c d Donalson, Melvin",2010,https://en.wikipedia.org/wiki/Rusty_Cundieff
378,The Bold Ones: The Protectors,1969,https://en.wikipedia.org/wiki/Fred_Williamson
379,Body and Soul,1981,https://en.wikipedia.org/wiki/George_Bowers_(filmmaker)
380,Cain's Hundred,1962,https://en.wikipedia.org/wiki/Ivan_Dixon
381,The Earth is Humming,2018,https://en.wikipedia.org/wiki/Garrett_Bradley_(filmmaker)
382,"^ Lipton, James",1998,https://en.wikipedia.org/wiki/Danny_Glover
383,Love Kills,1998,https://en.wikipedia.org/wiki/Mario_Van_Peebles
384,"^ Brooks, Tim; Marsh, Earle",2003,https://en.wikipedia.org/wiki/Kim_Bass
385,The Outsider,1969,https://en.wikipedia.org/wiki/Fred_Williamson
386,Women of Vision: Histories in Feminist Film & Video,1998,https://en.wikipedia.org/wiki/Pearl_Bowser
387,"Nominated, Bingham Ray Breakthrough Director Award",2017,https://en.wikipedia.org/wiki/Maggie_Betts
388,Hallelujah! Ron Athey: A Story of Deliverance,1998,https://en.wikipedia.org/wiki/Vaginal_Davis
389,Higher Learning,1995,https://en.wikipedia.org/wiki/Regina_King
390,The Great White Hype,1996,https://en.wikipedia.org/wiki/Reginald_Hudlin
391,Teen Wolf,1985,https://en.wikipedia.org/wiki/Richard_Brooks_(actor)
392,"^ ""Chronicle.augusta.com"". Archived from the original on July 10, 2012. Retrieved February 8, 2016.",2012,https://en.wikipedia.org/wiki/Danny_Glover
393,C.S.A.: The Confederate States of America,2004,https://en.wikipedia.org/wiki/Kevin_Willmott
394,Have Gun – Will Travel,1961,https://en.wikipedia.org/wiki/Ivan_Dixon
395,4 Minutes,2009,https://en.wikipedia.org/wiki/Pierre_Edwards
396,Cat's Eye,1985,https://en.wikipedia.org/wiki/Charles_S._Dutton
397,"^ a b c ""Carroll Parrott Blue"". L.A. Rebellion.",0000,https://en.wikipedia.org/wiki/Carroll_Parrott_Blue
398,Bully,2012,https://en.wikipedia.org/wiki/Greg_Carter_(filmmaker)
399,The Comedians,1967,https://en.wikipedia.org/wiki/Raymond_St._Jacques
400,Communion,2007,https://en.wikipedia.org/wiki/Omowale_Akintunde
401,MECCA Movie Award,2002,https://en.wikipedia.org/wiki/Ice_Cube
402,National Board of Review,2020,https://en.wikipedia.org/wiki/Channing_Godfrey_Peoples
403,New York Beat Movie,1981,https://en.wikipedia.org/wiki/Michael_Holman_(filmmaker)
404,Bessie,2015,https://en.wikipedia.org/wiki/Dee_Rees
405,Gang in Blue,1996,https://en.wikipedia.org/wiki/Mario_Van_Peebles
406,"If He Hollers, Let Him Go!",1968,https://en.wikipedia.org/wiki/Raymond_St._Jacques
407,Mr. Nice,2014,https://en.wikipedia.org/wiki/Charles_Lane_(filmmaker)
408,Hollywood and Vying,2007,https://en.wikipedia.org/wiki/Omowale_Akintunde
409,O Madiana – assistant director,1979,https://en.wikipedia.org/wiki/Euzhan_Palcy
410,Moonlight (2016),Medicine for Melancholy (2008),https://en.wikipedia.org/wiki/Barry_Jenkins
411,Clear and Present Danger,1994,https://en.wikipedia.org/wiki/Vondie_Curtis-Hall
412,CHiPs,1978,https://en.wikipedia.org/wiki/Deborah_Pratt
413,South Central,1994,https://en.wikipedia.org/wiki/Gina_Prince-Bythewood
414,Grambling's White Tiger,1981,https://en.wikipedia.org/wiki/Deborah_Pratt
415,Be Cool,2005,https://en.wikipedia.org/wiki/F._Gary_Gray
416,What's the Worst That Could Happen?,2001,https://en.wikipedia.org/wiki/Martin_Lawrence
417,Roll Bounce,2005,https://en.wikipedia.org/wiki/Malcolm_D._Lee
418,The Trap!,2007,https://en.wikipedia.org/wiki/Aisha_Tyler
419,Think Like a Man,2012,https://en.wikipedia.org/wiki/Tim_Story
420,School Daze,1988,https://en.wikipedia.org/wiki/Spike_Lee
421,Dynamite Chicken,1971,https://en.wikipedia.org/wiki/Richard_Pryor
422,"^ Roberts, Jerry",2009,https://en.wikipedia.org/wiki/Jeffrey_W._Byrd
423,Crooklyn,1994,https://en.wikipedia.org/wiki/Vondie_Curtis-Hall
424,Martin Lawrence Live: Runteldat,2002,https://en.wikipedia.org/wiki/Martin_Lawrence
425,"Keanu (2016, also produced)",Films written,https://en.wikipedia.org/wiki/Jordan_Peele
426,"^ Obituaries in the Performing Arts, 2010, By Harris M. Lentz III - Page 360 Rogers, Ivan",2010,https://en.wikipedia.org/wiki/Ivan_Rogers_(actor)
427,Buck,0000,https://en.wikipedia.org/wiki/M._K._Asante
428,"^ a b c Field, Allyson; Horak, Jan-Christopher; Stewart, Jacqueline",2015,https://en.wikipedia.org/wiki/Barbara_McCullough
429,Golden Gate Award at the San Francisco International Film Festival,0000,https://en.wikipedia.org/wiki/Thomas_Allen_Harris
430,BlacKkKlansman,2018,https://en.wikipedia.org/wiki/Kevin_Willmott
431,A Different World,1992-1993,https://en.wikipedia.org/wiki/Reggie_Rock_Bythewood
432,Colonial Gods,2009,https://en.wikipedia.org/wiki/Dee_Rees
433,"Mask, Mia, Contemporary Black American Cinema: Race, Gender and Sexuality at the Movies",2012,https://en.wikipedia.org/wiki/Akosua_Adoma_Owusu
434,I Am Somebody,1970,https://en.wikipedia.org/wiki/Madeline_Anderson
435,Eve of Destruction,1991,https://en.wikipedia.org/wiki/Tim_Russ
436,"^ ""Dallas-set football drama 'Carter High' hits Netflix this month"". GuideLive. 2016-11-07. Retrieved 2019-03-12.",2016,https://en.wikipedia.org/wiki/Tricia_Woodgett
437,Electric Dreams,2018,https://en.wikipedia.org/wiki/Dee_Rees
438,The L Word,2004–2009,https://en.wikipedia.org/wiki/Angela_Robinson_(filmmaker)
439,Gotham Independent Film Awards,2020,https://en.wikipedia.org/wiki/Channing_Godfrey_Peoples
440,The Devil's Workshop,1982,https://en.wikipedia.org/wiki/Euzhan_Palcy
441,The Black Godfather,2019,https://en.wikipedia.org/wiki/Reginald_Hudlin
442,Pretty Baby,1978,https://en.wikipedia.org/wiki/Seret_Scott
443,Black,0000,https://en.wikipedia.org/wiki/Seith_Mann
444,Law Abiding Citizen,2009,https://en.wikipedia.org/wiki/F._Gary_Gray
445,Moving Memories: The Black Senior Video Yearbook,0000,https://en.wikipedia.org/wiki/Byron_Hurt
446,Autrefois J'ai aime une femme,1966,https://en.wikipedia.org/wiki/Edward_Owens_(filmmaker)
447,Mz Medusa,1998,https://en.wikipedia.org/wiki/Alile_Sharon_Larkin
448,"^ ""Filmmaker Gordon Parks; victim of airplane crash"", The Day, April 3, 1979.",1979,https://en.wikipedia.org/wiki/Gordon_Parks_Jr.
449,Aaron Loves Angela,1975,https://en.wikipedia.org/wiki/Gordon_Parks_Jr.
450,Good Advice,2001,https://en.wikipedia.org/wiki/Troy_Byer
451,"^ Frilot, Shari",2013,https://en.wikipedia.org/wiki/Markus_Redmond
452,Rain,1978,https://en.wikipedia.org/wiki/Melvonna_Ballenger
453,Purple Rain Tour,1984,https://en.wikipedia.org/wiki/Prince_(musician)
454,Neighbors,2014,https://en.wikipedia.org/wiki/Jerrod_Carmichael
455,The Inevitable Me,2009,https://en.wikipedia.org/wiki/Donari_Braxton
456,"^ ""TAYLOR RI'CHARD DIRECTOR / WRITER / PRODUCER ‹ The Final Project Movie"". thefinalprojectmovie.com. Retrieved 2016-03-29.",2016,https://en.wikipedia.org/wiki/Taylor_Ri%27chard
457,Book of Numbers,1973,https://en.wikipedia.org/wiki/Raymond_St._Jacques
458,Star Trek: The Original Series,1969,https://en.wikipedia.org/wiki/Fred_Williamson
459,Free's Freedom,2013,https://en.wikipedia.org/wiki/Antonio_D._James
460,Steel,1997,https://en.wikipedia.org/wiki/Kevin_Grevioux
461,"Eminem - ""My Name Is""  1999) (co-directed",Dr.,https://en.wikipedia.org/wiki/Philip_Atwell
462,"Exceptional Women of Color Hair Salon,  Writer, Director, Producer 1990 Commercial",1990,https://en.wikipedia.org/wiki/Leslie_Harris_(director)
463,Boyz n the Hood,1991,https://en.wikipedia.org/wiki/John_Singleton
464,Hurricane Season,2009,https://en.wikipedia.org/wiki/Tim_Story
465,"In 2014, Russell produced the feature-length film Before I Disappear, which was based on Curfew.",2014,https://en.wikipedia.org/wiki/Damon_Russell
466,The Brothers,2001,https://en.wikipedia.org/wiki/Tanya_Wright
467,"To Be Young, Gifted, and Black",1972,https://en.wikipedia.org/wiki/Michael_Schultz
468,Poetic Justice,1993,https://en.wikipedia.org/wiki/John_Singleton
469,Caldonia,1945,https://en.wikipedia.org/wiki/William_Forest_Crouch
470,A.K.A.,2019,https://en.wikipedia.org/wiki/Garrett_Bradley_(filmmaker)
471,The Silence of the Lambs,1991,https://en.wikipedia.org/wiki/Ben_Ramsey_(filmmaker)
472,Best Cinematography in the Diaspora[41][42],2011 NAFC Awards,https://en.wikipedia.org/wiki/Tim_Wilson_(filmmaker)
473,Hidden Colors 3,2014,https://en.wikipedia.org/wiki/Tariq_Nasheed
474,Guess Who's Coming to Dinner,1967,https://en.wikipedia.org/wiki/D%27Urville_Martin
475,"^ Malone, Janice",2010,https://en.wikipedia.org/wiki/Kim_Bass
476,"^ a b c Rhoden, William",2012,https://en.wikipedia.org/wiki/Shola_Lynch
477,Dreadlocks and the Three Bears,1991,https://en.wikipedia.org/wiki/Alile_Sharon_Larkin
478,Do the Right Thing,1989,https://en.wikipedia.org/wiki/Spike_Lee
479,He Got Game,1998,https://en.wikipedia.org/wiki/Spike_Lee
480,Serving Sara,2002,https://en.wikipedia.org/wiki/Reginald_Hudlin
481,Mister Moses,1965,https://en.wikipedia.org/wiki/Raymond_St._Jacques
482,Garden State,2004,https://en.wikipedia.org/wiki/George_C._Wolfe
483,Kings,1998,https://en.wikipedia.org/wiki/Jo_D._Jonz
484,Lady Sings the Blues,1972,https://en.wikipedia.org/wiki/Richard_Pryor
485,My Tutor,1983,https://en.wikipedia.org/wiki/George_Bowers_(filmmaker)
486,Middle of Nowhere,2012,https://en.wikipedia.org/wiki/Ava_DuVernay
487,The Cool World,1964,https://en.wikipedia.org/wiki/Madeline_Anderson
488,You've Got to Walk It Like You Talk It or You'll Lose That Beat,1971,https://en.wikipedia.org/wiki/Richard_Pryor
489,A Different World,1992–1993,https://en.wikipedia.org/wiki/Gina_Prince-Bythewood
490,Bird,1988,https://en.wikipedia.org/wiki/Tim_Russ
491,Happy Endings,2011-2013,https://en.wikipedia.org/wiki/Prentice_Penny
492,761st,2007,https://en.wikipedia.org/wiki/Pete_Chatmon
493,"^ Glover, Danny. ""Actor Danny Glover: My parents proudly worked for the US Postal Service. Don't destroy it"". USA TODAY.",0000,https://en.wikipedia.org/wiki/Danny_Glover
494,"Dr. Black, Mr. Hyde",1976,https://en.wikipedia.org/wiki/William_Crain_(filmmaker)
495,Just Keke,2014,https://en.wikipedia.org/wiki/Charles_Stone_III
496,Best Cinematography in a Feature Film,2011 WMIFF,https://en.wikipedia.org/wiki/Tim_Wilson_(filmmaker)
497,The Fate of the Furious,2017,https://en.wikipedia.org/wiki/F._Gary_Gray
498,30 for 30 – One Night in Vegas,2010,https://en.wikipedia.org/wiki/Reggie_Rock_Bythewood
499,"Quincy, M.E.",1982,https://en.wikipedia.org/wiki/Larry_%22Flash%22_Jenkins
500,"^ a b ""Markus Redmond Movies & TV"". Movies & TV Dept. The New York Times. Archived from the original on January 30, 2013. Retrieved September 30, 2011.",2013,https://en.wikipedia.org/wiki/Markus_Redmond
501,We Own This City,2022,https://en.wikipedia.org/wiki/Reinaldo_Marcus_Green
502,A Thin Line Between Love and Hate,1996,https://en.wikipedia.org/wiki/Regina_King
503,Putting It Straight,1957,https://en.wikipedia.org/wiki/William_Greaves
504,The Last Thing He Wanted,2020,https://en.wikipedia.org/wiki/Dee_Rees
505,Empire,2002,https://en.wikipedia.org/wiki/Franc_Reyes_(film_director)
506,Boyz n the Hood,1991,https://en.wikipedia.org/wiki/Regina_King
507,Crossroads,2014,https://en.wikipedia.org/wiki/Omar_Regan
508,Ralph & Stanley,2005,https://en.wikipedia.org/wiki/Tanya_Wright
509,Quantum Leap,1989,https://en.wikipedia.org/wiki/Anita_W._Addison
510,Night and Day,2013,https://en.wikipedia.org/wiki/Nia_DaCosta
511,Buy & Cell,1987,https://en.wikipedia.org/wiki/Geretta_Geretta
512,"In 2007, Deantoni played drums for a WORLD'S END music video titled ""Sialagogue"" [13] featuring Japanese super model Rila Fukushima, directed by Bruno Levy, a New York-based artist known for his video scratching. Bruno, considered a pioneer in the VJ space,[14] and his current project partner, Blake Shaw, have formed SWEATSHOPPE,[2] together with Deantoni they are developing large-scale event proposals that will be marketed by his audio/visual communications agency under the WORLD'S END event series.",2007,https://en.wikipedia.org/wiki/Deantoni_Parks
513,BET Honores 2014,2014,https://en.wikipedia.org/wiki/Ice_Cube
514,Men of Honor,2000,https://en.wikipedia.org/wiki/George_Tillman_Jr.
515,Scandal,2013,https://en.wikipedia.org/wiki/Ava_DuVernay
516,The Intruder,2019,https://en.wikipedia.org/wiki/Deon_Taylor
517,Wealth of a Nation,1964,https://en.wikipedia.org/wiki/William_Greaves
518,Sidney Poitier: One Bright Light,2000,https://en.wikipedia.org/wiki/Sidney_Poitier
519,Dukes of Hazzard,1979,https://en.wikipedia.org/wiki/George_Bowers_(filmmaker)
520,Blazing Saddles,1974,https://en.wikipedia.org/wiki/Richard_Pryor
521,Daddy Day Care,2003,https://en.wikipedia.org/wiki/Regina_King
522,The Walls Came Tumbling Down,1975,https://en.wikipedia.org/wiki/Madeline_Anderson
523,"^ a b 
""Fifteenth Census of the United States",1930,https://en.wikipedia.org/wiki/Richard_D._Maurice
524,"^ ""Forest Whitaker"". IMDb.",0000,https://en.wikipedia.org/wiki/Forest_Whitaker
525,Lady Bouncer,2017,https://en.wikipedia.org/wiki/Pete_Chatmon
526,Notorious,2009,https://en.wikipedia.org/wiki/Reggie_Rock_Bythewood
527,"Remembering Wei-Yi Fang, Remembering Myself",1996,https://en.wikipedia.org/wiki/Yvonne_Welbon
528,Billy and Aaron,2010,https://en.wikipedia.org/wiki/Rodney_Evans_(filmmaker)
529,Holy Smoke,2007,https://en.wikipedia.org/wiki/Omowale_Akintunde
530,Predator,1987,https://en.wikipedia.org/wiki/Bill_Duke
531,First Time Felon,1997,https://en.wikipedia.org/wiki/Jo_D._Jonz
532,IWOW: I Walk On Water,2020,https://en.wikipedia.org/wiki/Khalik_Allah
533,Miracle in Harlem,1948,https://en.wikipedia.org/wiki/William_Greaves
534,Full Contact,1993,https://en.wikipedia.org/wiki/Michael_Jai_White
535,^ Chris Lee,2007,https://en.wikipedia.org/wiki/David_E._Talbert
536,Universal Soldier,1992,https://en.wikipedia.org/wiki/Michael_Jai_White
537,Nope,2022,https://en.wikipedia.org/wiki/Jordan_Peele
538,"^ Barbara McCullough, “About Barbara McCullough,” Facebook page, November 15, 2018, https://www.facebook.com/barbara.mccullough.712/about?lst=100004684388793%3A620003618%3A1542287012&section=education.",2018,https://en.wikipedia.org/wiki/Barbara_McCullough
539,"^ Hoosiers in Hollywood, David Lee Smith - Indiana Historical Society, 2006 - Page 300",2006,https://en.wikipedia.org/wiki/Ivan_Rogers_(actor)
540,Menace II Society,1993,https://en.wikipedia.org/wiki/Hughes_brothers
541,Mariachi,2009,https://en.wikipedia.org/wiki/Shaka_King
542,Black Genesis: The Art of Tribal Africa,1970,https://en.wikipedia.org/wiki/Carlton_Moss
543,Urban Rashomon,0000,https://en.wikipedia.org/wiki/Khalik_Allah
544,Happy Cat,1946,https://en.wikipedia.org/wiki/William_Forest_Crouch
545,Dot,1994,https://en.wikipedia.org/wiki/Vaginal_Davis
546,"Bigger & Blacker,",1999,https://en.wikipedia.org/wiki/Chris_Rock
547,"^ Boch, Richard",2017,https://en.wikipedia.org/wiki/Michael_Holman_(filmmaker)
548,Batman Forever,1995,https://en.wikipedia.org/wiki/Kevin_Grevioux
549,I Remember Betty,1987,https://en.wikipedia.org/wiki/Michelle_Parkerson
550,Searching,2013,https://en.wikipedia.org/wiki/Victoria_Mahoney
551,Last Rites,1988,https://en.wikipedia.org/wiki/Deborah_Pratt
552,"Episodes ""1999"" and ""Heart Of Queens""",Queens,https://en.wikipedia.org/wiki/Tim_Story
553,"2011- Camera d'Or Award Nominee, Corman's",orld,https://en.wikipedia.org/wiki/Alex_Stapleton
554,Mr. Saturday Night,1992,https://en.wikipedia.org/wiki/Tim_Russ
555,Car Wash,1976,https://en.wikipedia.org/wiki/Bill_Duke
556,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,https://en.wikipedia.org/wiki/Ben_Ramsey_(filmmaker)
557,"^ O'Connor, John J.",1992,https://en.wikipedia.org/wiki/Topper_Carew
558,Waters Rising,2007,https://en.wikipedia.org/wiki/Greg_Carter_(filmmaker)
559,What Color is God?,1986,https://en.wikipedia.org/wiki/Alile_Sharon_Larkin
560,"""My Love""",2007 - MVPA Awards - Best Direction of a Male Artist - Justin Timberlake,https://en.wikipedia.org/wiki/Paul_Hunter_(director)
561,"^ ""Gideon's Army"". Sundance. 2013. Retrieved February 26, 2016.",2013,https://en.wikipedia.org/wiki/Dawn_Porter_(filmmaker)
562,The Cinematic Jazz of Julie Dash,1992,https://en.wikipedia.org/wiki/Yvonne_Welbon
563,Star Trek Generations,1994,https://en.wikipedia.org/wiki/Tim_Russ
564,"^ Parks, Gregory",2011,https://en.wikipedia.org/wiki/Rusty_Cundieff
565,Naomi Osaka,2020,https://en.wikipedia.org/wiki/Garrett_Bradley_(filmmaker)
566,Axe Cop,2013,https://en.wikipedia.org/wiki/Jerrod_Carmichael
567,"^ ""Carmen: A Hip Hopera"", Wikipedia, 2019-08-09, retrieved 2019-09-17",2019,https://en.wikipedia.org/wiki/Robert_Townsend_(actor)
568,People of Earth,2016-17,https://en.wikipedia.org/wiki/Shaka_King
569,Barbershop,2002,https://en.wikipedia.org/wiki/Tim_Story
570,Prince Tour,1979,https://en.wikipedia.org/wiki/Prince_(musician)
571,Charlie Hustle: Blueprint of a Self-Made Millionaire,1999,https://en.wikipedia.org/wiki/Leslie_Small
572,Eleven P.M.,1928,https://en.wikipedia.org/wiki/Richard_D._Maurice
573,Creed,2015,https://en.wikipedia.org/wiki/Ryan_Coogler
574,Dragonball Evolution,2009,https://en.wikipedia.org/wiki/Ben_Ramsey_(filmmaker)
575,Jesus Is King,2019,https://en.wikipedia.org/wiki/Kanye_West
576,Phyl & Mikhy,1980,https://en.wikipedia.org/wiki/Deborah_Pratt
577,Code Blue,0000,https://en.wikipedia.org/wiki/Henry_Hampton
578,Real Logic,2018,https://en.wikipedia.org/wiki/Pierre_Edwards
579,Breakthrough: The Changing Face of Science in America,0000,https://en.wikipedia.org/wiki/Henry_Hampton
580,^ REBIRTH CYBORG's Greatest Danger: ‘Being a Black Man Living in Detroit’,0000,https://en.wikipedia.org/wiki/John_Semper
581,"^ ""As Robert Townsend Sees It : He's Fighting Stereotypes With 'Meteor Man' and New TV Show"". Los Angeles Times. Retrieved 2010-10-10.",2010,https://en.wikipedia.org/wiki/Robert_Townsend_(actor)
582,"^ a b c Kehr, Dave",2004,https://en.wikipedia.org/wiki/Chris_Stokes_(filmmaker)
583,The White Shadow,1979,https://en.wikipedia.org/wiki/Larry_%22Flash%22_Jenkins
584,The Breaks,1999,https://en.wikipedia.org/wiki/Pierre_Edwards
585,^ Various,2001,https://en.wikipedia.org/wiki/Solomon_Sir_Jones
586,Single Ladies,2012,https://en.wikipedia.org/wiki/Dianne_Houston
587,Access Granted,2003,https://en.wikipedia.org/wiki/Benny_Boom
588,Pushing Through,2013,https://en.wikipedia.org/wiki/Antonio_D._James
589,L.A. Dragnet,2003,https://en.wikipedia.org/wiki/Jo_D._Jonz
590,When the Game Stands Tall,2014,https://en.wikipedia.org/wiki/Thomas_Carter_(director)
591,Slice,2011,https://en.wikipedia.org/wiki/Pierre_Edwards
592,ER,1998,https://en.wikipedia.org/wiki/Jo_D._Jonz
593,Nights in Rodanthe,2008,https://en.wikipedia.org/wiki/George_C._Wolfe
594,"^ ""Tim Reid Biography"" at IMDb.",0000,https://en.wikipedia.org/wiki/Tim_Reid
595,Cool Runnings,1993,https://en.wikipedia.org/wiki/Doug_E._Doug
596,Sisters,1991,https://en.wikipedia.org/wiki/Anita_W._Addison
597,"^ a b ""Tim Reid Biography",1944,https://en.wikipedia.org/wiki/Tim_Reid
598,Shots Fired,2017,https://en.wikipedia.org/wiki/Reggie_Rock_Bythewood
599,The Sea of Trees,2015,https://en.wikipedia.org/wiki/F._Gary_Gray
